SA2_CODE_2021,C11_Budh_0_14,C11_Budh_15_24,C11_Budh_25_34,C11_Budh_35_44,C11_Budh_45_54,C11_Budh_55_64,C11_Budh_65_74,C11_Budh_75_84,C11_Budh_85ov,C11_Budh_Tot,C11_C_Ang_0_14,C11_C_Ang_15_24,C11_C_Ang_25_34,C11_C_Ang_35_44,C11_C_Ang_45_54,C11_C_Ang_55_64,C11_C_Ang_65_74,C11_C_Ang_75_84,C11_C_Ang_85ov,C11_C_Ang_Tot,C11_C_As_Apo_0_14,C11_C_As_Apo_15_24,C11_C_As_Apo_25_34,C11_C_As_Apo_35_44,C11_C_As_Apo_45_54,C11_C_As_Apo_55_64,C11_C_As_Apo_65_74,C11_C_As_Apo_75_84,C11_C_As_Apo_85ov,C11_C_As_Apo_Tot,C11_C_Bap_0_14,C11_C_Bap_15_24,C11_C_Bap_25_34,C11_C_Bap_35_44,C11_C_Bap_45_54,C11_C_Bap_55_64,C11_C_Bap_65_74,C11_C_Bap_75_84,C11_C_Bap_85ov,C11_C_Bap_Tot,C11_C_Breth_0_14,C11_C_Breth_15_24,C11_C_Breth_25_34,C11_C_Breth_35_44,C11_C_Breth_45_54,C11_C_Breth_55_64,C11_C_Breth_65_74,C11_C_Breth_75_84,C11_C_Breth_85ov,C11_C_Breth_Tot,C11_C_Cath_0_14,C11_C_Cath_15_24,C11_C_Cath_25_34,C11_C_Cath_35_44,C11_C_Cath_45_54,C11_C_Cath_55_64,C11_C_Cath_65_74,C11_C_Cath_75_84,C11_C_Cath_85ov,C11_C_Cath_Tot,C11_C_Ch_Chr_0_14,C11_C_Ch_Chr_15_24,C11_C_Ch_Chr_25_34,C11_C_Ch_Chr_35_44,C11_C_Ch_Chr_45_54,C11_C_Ch_Chr_55_64,C11_C_Ch_Chr_65_74,C11_C_Ch_Chr_75_84,C11_C_Ch_Chr_85ov,C11_C_Ch_Chr_Tot,C11_C_E_Orth_0_14,C11_C_E_Orth_15_24,C11_C_E_Orth_25_34,C11_C_E_Orth_35_44,C11_C_E_Orth_45_54,C11_C_E_Orth_55_64,C11_C_E_Orth_65_74,C11_C_E_Orth_75_84,C11_C_E_Orth_85ov,C11_C_E_Orth_Tot,C11_C_Jeh_Wit_0_14,C11_C_Jeh_Wit_15_24,C11_C_Jeh_Wit_25_34,C11_C_Jeh_Wit_35_44,C11_C_Jeh_Wit_45_54,C11_C_Jeh_Wit_55_64,C11_C_Jeh_Wit_65_74,C11_C_Jeh_Wit_75_84,C11_C_Jeh_Wit_85ov,C11_C_Jeh_Wit_Tot,C11_C_La_Da_Sai_0_14,C11_C_La_Da_Sai_15_24,C11_C_La_Da_Sai_25_34,C11_C_La_Da_Sai_35_44,C11_C_La_Da_Sai_45_54,C11_C_La_Da_Sai_55_64,C11_C_La_Da_Sai_65_74,C11_C_La_Da_Sai_75_84,C11_C_La_Da_Sai_85ov,C11_C_La_Da_Sai_Tot,C11_C_Luth_0_14,C11_C_Luth_15_24,C11_C_Luth_25_34,C11_C_Luth_35_44,C11_C_Luth_45_54,C11_C_Luth_55_64,C11_C_Luth_65_74,C11_C_Luth_75_84,C11_C_Luth_85ov,C11_C_Luth_Tot,C11_C_Ori_Orth_0_14,C11_C_Ori_Orth_15_24,C11_C_Ori_Orth_25_34,C11_C_Ori_Orth_35_44,C11_C_Ori_Orth_45_54,C11_C_Ori_Orth_55_64,C11_C_Ori_Orth_65_74,C11_C_Ori_Orth_75_84,C11_C_Ori_Orth_85ov,C11_C_Ori_Orth_Tot,C11_C_Oth_Prot_0_14,C11_C_Oth_Prot_15_24,C11_C_Oth_Prot_25_34,C11_C_Oth_Prot_35_44,C11_C_Oth_Prot_45_54,C11_C_Oth_Prot_55_64,C11_C_Oth_Prot_65_74,C11_C_Oth_Prot_75_84,C11_C_Oth_Prot_85ov,C11_C_Oth_Prot_Tot,C11_C_Pentec_0_14,C11_C_Pentec_15_24,C11_C_Pentec_25_34,C11_C_Pentec_35_44,C11_C_Pentec_45_54,C11_C_Pentec_55_64,C11_C_Pentec_65_74,C11_C_Pentec_75_84,C11_C_Pentec_85ov,C11_C_Pentec_Tot,C11_C_Pres_Ref_0_14,C11_C_Pres_Ref_15_24,C11_C_Pres_Ref_25_34,C11_C_Pres_Ref_35_44,C11_C_Pres_Ref_45_54,C11_C_Pres_Ref_55_64,C11_C_Pres_Ref_65_74,C11_C_Pres_Ref_75_84,C11_C_Pres_Ref_85ov,C11_C_Pres_Ref_Tot,C11_C_Sal_Army_0_14,C11_C_Sal_Army_15_24,C11_C_Sal_Army_25_34,C11_C_Sal_Army_35_44,C11_C_Sal_Army_45_54,C11_C_Sal_Army_55_64,C11_C_Sal_Army_65_74,C11_C_Sal_Army_75_84,C11_C_Sal_Army_85ov,C11_C_Sal_Army_Tot,C11_C_Se_da_Adv_0_14,C11_C_Se_da_Adv_15_24,C11_C_Se_da_Adv_25_34,C11_C_Se_da_Adv_35_44,C11_C_Se_da_Adv_45_54,C11_C_Se_da_Adv_55_64,C11_C_Se_da_Adv_65_74,C11_C_Se_da_Adv_75_84,C11_C_Se_da_Adv_85ov,C11_C_Se_da_Adv_Tot,C11_C_Uni_Ch_0_14,C11_C_Uni_Ch_15_24,C11_C_Uni_Ch_25_34,C11_C_Uni_Ch_35_44,C11_C_Uni_Ch_45_54,C11_C_Uni_Ch_55_64,C11_C_Uni_Ch_65_74,C11_C_Uni_Ch_75_84,C11_C_Uni_Ch_85ov,C11_C_Uni_Ch_Tot,C11_Chr_Ch_nfd_0_14,C11_Chr_Ch_nfd_15_24,C11_Chr_Ch_nfd_25_34,C11_Chr_Ch_nfd_35_44,C11_Chr_Ch_nfd_45_54,C11_Chr_Ch_nfd_55_64,C11_Chr_Ch_nfd_65_74,C11_Chr_Ch_nfd_75_84,C11_Chr_Ch_nfd_85ov,C11_Chr_Ch_nfd_Tot,C11_Chr_Oth_Ch_0_14,C11_Chr_Oth_Ch_15_24,C11_Chr_Oth_Ch_25_34,C11_Chr_Oth_Ch_35_44,C11_Chr_Oth_Ch_45_54,C11_Chr_Oth_Ch_55_64,C11_Chr_Oth_Ch_65_74,C11_Chr_Oth_Ch_75_84,C11_Chr_Oth_Ch_85ov,C11_Chr_Oth_Ch_Tot
801071076,4,4,7,11,8,13,4,0,0,40,91,75,46,71,131,137,39,11,3,603,0,0,0,0,0,0,0,0,0,0,14,11,0,10,13,6,5,5,0,73,0,0,0,0,0,0,0,0,0,0,140,158,83,93,179,145,40,20,7,865,3,0,0,0,0,3,0,0,0,6,11,9,3,12,14,20,8,12,0,90,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,5,0,3,27,0,4,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,11,12,4,3,5,7,7,0,0,0,43,5,6,3,5,15,22,8,5,0,78,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,4,14,5,5,11,26,28,17,3,7,123,16,12,3,4,15,4,3,0,0,61,4,0,0,0,0,0,0,0,0,4
801071077,3,7,3,4,12,10,5,0,0,44,91,86,59,92,116,69,16,23,0,555,3,0,0,5,0,0,0,0,0,10,17,15,0,4,7,3,0,0,0,49,0,0,0,0,0,0,0,0,0,0,215,158,122,123,145,99,21,17,0,898,0,0,0,0,0,0,0,0,0,0,9,0,6,5,0,0,5,3,0,32,6,0,0,3,0,0,0,0,0,13,5,3,0,0,4,0,0,0,0,15,0,7,3,6,10,9,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,3,3,0,0,0,22,14,13,17,8,27,21,3,4,0,102,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,7,6,8,12,8,19,20,6,0,0,76,24,8,9,8,14,9,0,0,0,74,0,0,0,0,0,0,0,0,0,0
801071078,34,29,24,52,32,19,9,0,0,203,235,190,152,230,298,147,75,31,10,1366,0,0,0,0,0,0,0,0,0,0,16,11,13,13,13,9,4,5,0,87,0,0,0,0,0,0,0,0,0,0,592,433,256,356,387,193,101,52,13,2382,0,0,0,0,3,3,0,0,0,11,23,10,25,25,13,11,3,3,0,119,5,0,4,0,5,0,0,0,0,19,9,0,3,4,3,0,4,0,0,24,0,12,3,11,18,9,8,0,0,68,3,0,0,0,0,0,0,0,0,0,6,11,5,5,8,3,5,0,0,30,28,11,19,8,10,7,9,0,0,96,20,15,19,32,37,37,14,22,4,195,7,8,0,3,7,5,0,3,0,33,4,3,0,0,8,3,3,0,0,25,25,32,27,37,46,41,11,0,4,218,41,32,25,20,36,19,8,4,0,190,0,0,0,0,3,3,0,0,0,11
801071079,10,7,9,15,12,10,0,0,0,60,93,58,55,85,99,112,35,21,4,556,0,0,0,0,0,0,0,0,0,0,0,8,0,5,6,13,6,7,0,42,3,0,0,0,0,0,0,0,0,8,207,179,118,141,168,149,69,27,3,1056,0,0,0,0,3,0,0,0,0,3,3,0,4,4,5,6,7,0,0,34,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,4,4,5,8,3,6,7,10,0,0,47,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,5,0,0,0,8,10,4,5,5,3,0,0,0,0,32,14,7,5,5,20,22,4,3,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,11,6,17,10,16,26,13,0,0,102,7,5,0,9,11,5,0,0,0,33,0,0,0,0,0,0,0,0,0,0
801071080,11,8,8,12,7,3,0,0,0,56,10,18,36,28,29,42,32,20,3,216,0,0,0,0,0,0,0,0,0,0,0,3,6,0,9,3,0,0,0,22,0,0,0,0,0,0,0,0,0,0,49,51,81,50,49,43,27,8,9,364,0,0,0,0,0,3,0,0,0,3,0,0,4,0,0,3,3,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,6,3,4,0,3,0,20,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,4,0,3,0,5,3,13,15,3,0,48,0,0,0,6,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,3,6,5,6,9,12,6,5,0,47,4,4,9,7,7,5,3,0,0,34,0,0,0,0,0,0,0,0,0,0
801071081,18,27,22,22,37,29,7,0,0,158,102,83,84,87,119,74,48,18,9,623,0,0,0,0,0,0,0,0,0,0,9,7,3,13,4,8,3,6,0,43,0,0,0,0,0,0,0,0,0,0,298,230,218,201,211,101,49,25,5,1338,0,0,0,0,0,3,0,3,0,5,8,13,11,14,14,11,0,9,0,72,3,0,0,3,3,0,0,0,0,12,0,4,3,0,0,0,0,0,0,11,13,3,6,6,5,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,13,19,7,9,17,8,13,0,0,0,68,0,21,12,10,18,20,3,4,0,98,7,5,0,8,4,5,4,0,0,27,5,0,0,6,3,0,0,0,0,11,10,12,14,15,34,13,8,5,0,106,32,26,13,14,16,5,5,5,0,118,0,0,0,0,0,0,0,0,0,0
801071082,27,20,42,41,48,37,14,3,0,226,344,287,227,365,420,494,239,97,32,2512,0,0,0,0,0,0,0,0,0,0,25,19,27,25,26,43,17,0,0,179,0,0,0,0,0,0,0,0,0,0,921,585,568,583,562,726,359,113,32,4455,0,0,0,0,6,0,4,0,0,9,46,19,20,40,32,38,23,8,0,226,3,5,9,4,9,10,0,6,0,46,4,7,3,0,4,0,0,0,0,21,22,10,17,28,19,25,27,3,0,162,0,0,3,4,0,0,0,5,0,10,13,3,12,4,4,9,5,0,0,57,37,43,25,31,31,28,5,0,0,202,62,19,37,54,62,93,49,14,3,395,3,5,0,0,0,10,5,0,0,29,6,0,9,0,0,0,0,5,0,17,79,38,58,78,81,118,63,16,5,534,79,56,51,38,68,51,22,0,0,376,0,5,0,5,6,0,3,0,0,22
801071083,0,0,0,0,4,3,0,0,0,19,40,44,19,36,52,55,18,9,4,272,0,0,0,0,0,0,0,0,0,0,7,3,4,3,6,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,98,119,36,44,83,67,12,3,0,484,0,0,0,0,0,0,0,0,0,0,3,5,5,0,8,4,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,3,3,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,0,0,0,11,4,8,5,3,19,14,4,5,0,62,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,14,8,11,31,16,6,4,0,87,4,0,6,0,6,0,3,0,0,28,0,0,0,0,0,0,0,0,0,0
801071084,12,10,4,15,28,15,8,8,0,100,119,96,82,104,162,177,71,72,44,918,0,0,0,0,0,0,0,0,0,0,13,13,9,7,12,17,0,4,6,75,0,0,0,0,0,0,0,0,0,0,260,266,171,191,268,245,99,58,46,1599,0,0,0,0,3,0,0,0,0,13,13,10,9,14,5,22,10,7,0,95,0,0,0,4,4,0,4,0,0,13,9,0,0,0,0,0,0,0,0,7,9,11,0,7,18,14,0,9,0,74,0,0,0,0,0,0,0,0,0,6,3,0,4,0,0,0,0,0,0,20,11,15,5,9,15,5,0,0,0,61,17,5,7,23,20,24,14,27,10,146,5,6,3,3,4,0,0,0,0,19,3,0,0,0,3,0,0,5,0,18,15,26,28,20,43,40,20,18,10,218,30,33,12,27,20,11,4,6,0,140,0,0,0,0,3,0,0,0,0,4
801071085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801071086,4,3,3,6,12,12,0,0,0,49,54,62,26,37,67,50,20,8,6,324,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,8,0,0,0,17,0,0,0,0,0,0,0,0,0,0,91,114,57,75,91,73,22,15,0,548,0,0,0,0,0,0,0,0,0,0,11,0,5,4,5,5,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,4,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,8,8,4,6,6,4,7,0,0,0,36,8,5,9,8,13,12,6,3,0,53,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,3,3,12,6,3,11,3,3,5,0,51,14,14,3,6,8,11,6,0,0,61,0,0,0,0,0,0,0,0,0,0
801071087,3,9,9,3,7,8,7,0,0,48,75,80,73,87,116,89,39,22,3,570,0,0,3,0,0,0,0,0,0,3,0,10,5,0,13,9,0,0,0,33,0,0,0,0,0,0,0,0,0,0,188,137,133,135,128,109,58,15,0,899,0,0,0,0,0,0,0,0,0,0,13,11,12,17,0,11,0,0,0,58,0,4,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,8,0,3,9,0,4,4,0,38,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,11,21,4,5,6,0,6,0,0,0,43,8,8,10,9,10,14,3,0,0,64,0,0,0,0,0,0,5,0,0,10,6,3,0,0,4,0,0,0,0,14,16,12,10,18,18,13,0,3,0,93,29,16,17,7,10,8,0,0,0,89,0,0,0,0,0,0,0,0,0,4
801071088,5,13,8,11,15,15,0,0,0,62,120,102,84,121,157,47,23,13,0,666,0,0,0,0,0,0,0,0,0,0,10,11,0,3,12,3,3,0,0,46,0,0,0,0,0,0,0,0,0,0,317,250,189,175,202,118,28,12,5,1295,0,0,0,0,0,0,0,0,0,0,9,5,3,12,5,0,0,0,0,34,3,4,0,0,5,4,0,0,4,24,3,3,0,4,3,0,0,3,0,18,6,6,4,7,7,6,3,0,0,48,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,5,0,0,0,16,17,4,5,4,18,3,0,0,0,51,10,13,10,22,26,16,11,9,0,108,4,0,0,0,0,0,5,0,0,10,0,3,0,0,0,0,0,0,0,7,14,18,11,23,27,7,4,0,0,102,34,21,16,15,14,8,0,0,0,109,0,0,0,0,0,0,0,0,0,4
801071089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801071090,12,15,25,27,19,18,13,3,0,125,185,161,132,169,235,269,132,41,17,1335,0,0,0,0,0,0,0,0,0,0,13,13,10,13,15,15,7,4,0,89,0,0,0,0,0,0,0,0,0,5,434,329,278,294,266,371,158,68,22,2212,0,0,0,0,8,7,0,0,0,17,26,19,18,20,22,6,18,11,5,146,3,0,10,4,0,7,0,0,0,24,4,0,0,0,0,0,0,0,0,9,14,15,11,10,15,19,9,8,0,97,0,0,0,0,0,0,0,0,0,0,4,3,3,4,6,0,0,0,0,17,27,14,8,10,17,5,4,5,0,96,23,12,23,19,39,52,24,17,0,197,5,3,0,4,4,5,4,0,0,15,3,0,0,0,3,3,0,0,0,7,26,21,23,21,48,62,30,20,3,250,56,32,28,28,29,26,3,0,0,203,6,3,0,5,0,4,0,0,0,20
801071132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801081091,0,3,0,4,7,6,5,0,0,28,81,45,25,60,90,94,70,27,9,512,0,0,0,0,0,0,0,0,0,0,10,6,5,3,6,9,7,0,0,44,0,0,0,0,0,0,0,0,0,0,174,112,71,117,110,96,93,43,9,824,0,0,0,0,0,0,0,0,0,0,15,3,3,11,3,6,9,5,0,53,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,8,3,3,27,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,4,0,0,0,3,5,0,0,0,0,0,0,0,0,8,4,7,9,5,18,17,13,9,5,68,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12,0,8,23,34,23,5,8,133,9,7,0,13,6,10,3,0,0,48,0,0,0,0,0,3,0,0,0,6
801081092,0,8,0,3,4,0,0,0,0,26,94,27,36,84,68,60,69,31,11,484,0,0,0,0,0,0,0,0,0,0,4,4,4,3,4,3,3,0,0,29,0,0,0,0,0,0,0,0,0,0,241,87,96,171,104,89,66,34,8,895,4,0,0,0,0,0,0,0,0,3,4,5,3,16,3,5,3,4,0,41,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,5,7,3,6,4,9,4,0,36,0,0,0,0,0,0,0,0,0,0,7,0,0,9,3,0,0,0,0,18,0,0,4,0,0,7,3,0,0,11,6,3,0,13,14,13,12,12,3,79,0,0,0,0,0,0,0,0,0,3,5,5,4,0,0,0,0,0,0,10,11,14,13,17,21,21,17,5,0,116,18,0,10,15,9,6,3,0,0,56,0,0,0,0,0,0,3,0,0,3
801081093,4,4,7,6,11,5,7,0,0,43,64,46,40,64,63,59,78,42,20,477,0,0,0,0,0,0,0,0,0,0,5,0,0,3,3,3,0,4,4,25,0,0,0,0,0,0,0,0,0,0,163,86,95,130,84,107,73,61,15,809,0,0,0,0,0,0,0,0,0,7,8,3,4,3,0,10,14,5,0,46,0,0,0,0,0,0,0,0,0,8,0,4,0,0,3,4,0,0,0,9,5,4,5,8,7,4,5,3,0,33,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,0,7,0,3,5,0,7,5,4,5,0,29,5,4,8,10,10,13,20,15,8,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,6,9,20,11,22,19,18,9,131,11,3,6,3,12,6,10,0,0,55,0,0,0,0,0,0,0,0,0,5
801081094,3,10,11,4,18,7,0,0,0,46,45,18,39,70,44,71,65,32,10,399,0,0,0,0,0,0,0,0,0,0,0,0,3,6,7,5,8,4,0,31,0,0,0,0,0,0,0,0,0,0,167,72,95,109,99,93,84,33,21,774,0,0,0,0,0,0,0,0,0,0,10,3,6,0,0,7,3,5,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,4,0,4,0,3,0,0,0,19,0,0,0,0,0,0,0,0,0,0,4,4,0,3,0,0,0,0,0,9,9,5,13,4,4,3,3,0,0,38,9,6,11,9,11,13,20,7,6,79,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,5,5,7,11,23,13,7,9,86,9,14,7,10,10,0,4,0,0,55,0,0,0,0,0,0,0,0,0,0
801081095,7,10,9,13,8,9,6,0,0,55,53,42,44,69,58,93,64,39,6,473,0,0,0,0,0,0,0,0,0,0,7,4,7,4,8,6,6,0,0,38,0,0,0,0,0,0,0,0,0,0,164,46,115,127,83,97,109,34,9,781,0,0,0,0,0,0,0,0,0,3,7,9,12,10,12,3,0,0,0,53,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,6,0,0,9,8,0,4,5,4,0,33,0,0,0,0,0,0,0,0,0,6,3,0,0,3,0,0,3,0,0,13,4,0,12,7,3,3,0,0,0,25,0,9,7,10,21,15,21,6,7,90,3,0,0,0,0,9,0,0,0,6,0,0,0,0,0,0,0,0,0,5,8,3,8,16,12,23,12,3,0,88,12,4,3,8,13,11,3,0,0,55,0,0,3,0,0,0,0,0,0,10
801081096,12,5,6,14,11,5,3,3,0,51,47,29,27,40,50,63,29,24,7,319,0,0,0,0,0,0,0,0,0,0,0,4,4,5,0,4,3,0,0,20,0,0,0,0,0,0,0,0,0,0,121,72,48,82,78,108,62,37,19,627,0,0,0,0,0,0,0,0,0,0,5,6,4,4,7,3,6,0,0,32,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,3,3,0,0,6,3,5,7,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,12,5,3,4,3,0,0,0,0,0,13,0,0,0,4,4,13,10,9,0,44,3,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,10,6,9,13,10,15,8,7,8,88,9,4,7,5,9,10,6,0,3,48,0,0,0,0,0,0,0,0,0,0
801081097,4,0,0,4,0,6,0,0,0,24,61,43,41,72,61,51,49,30,14,427,0,0,0,0,0,0,0,0,0,5,6,6,5,4,0,6,0,4,0,34,0,0,0,0,0,0,0,0,0,0,133,65,74,105,65,80,98,40,18,673,0,0,0,0,0,0,0,0,0,3,6,3,4,5,3,0,5,3,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,4,4,4,3,16,0,0,34,0,0,0,0,0,0,0,0,0,4,0,4,0,0,5,0,0,0,0,16,3,4,3,0,0,0,0,0,0,14,5,4,5,12,12,16,6,8,4,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,20,5,11,13,11,20,10,7,4,103,8,4,8,9,4,10,4,3,0,51,0,0,0,0,0,0,0,0,0,0
801081098,7,4,6,8,7,8,0,0,0,39,60,21,47,65,41,74,106,51,53,516,0,0,0,0,0,0,0,0,0,0,3,0,0,4,4,0,5,0,3,26,0,0,0,0,0,0,0,0,0,0,181,81,98,131,92,89,106,58,18,847,0,0,0,0,4,0,0,0,0,4,3,0,4,8,4,5,12,7,3,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,3,5,9,4,3,9,3,39,0,0,0,0,0,0,0,0,0,4,4,0,6,0,0,5,0,4,0,13,12,4,8,8,3,6,0,0,0,34,4,5,6,5,14,20,15,13,4,85,0,0,0,4,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,5,13,13,13,10,16,17,22,23,27,156,15,6,5,15,7,8,5,0,0,66,0,0,0,0,0,3,0,0,0,6
801081133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801091099,7,8,7,6,4,11,5,0,0,57,38,26,27,47,52,26,52,27,4,302,0,0,0,0,0,0,0,0,0,0,5,4,3,4,0,0,3,0,0,22,0,0,0,0,0,0,0,0,0,0,158,69,86,107,84,58,73,37,9,688,0,0,0,0,0,0,0,0,0,3,10,6,3,8,3,9,5,9,0,48,0,0,0,3,0,0,0,0,0,3,5,0,6,0,0,0,0,0,0,9,9,0,3,6,0,0,3,7,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,4,3,0,3,0,0,0,32,0,5,0,8,4,7,9,4,0,42,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,5,7,0,21,7,6,13,6,4,0,74,8,0,5,7,7,6,3,3,0,49,0,0,0,0,0,0,0,0,0,0
